"GEOID","NAME","variable","estimate","moe"
"12045","Gulf County, Florida","B01001_016",669,68
"12045","Gulf County, Florida","B01001_017",575,132
"12045","Gulf County, Florida","B01001_018",261,114
"12045","Gulf County, Florida","B01001_019",350,94
"12045","Gulf County, Florida","B01001_020",234,73
"12045","Gulf County, Florida","B01001_021",364,105
"12045","Gulf County, Florida","B01001_022",363,82
"12045","Gulf County, Florida","B01001_023",227,80
"12045","Gulf County, Florida","B01001_024",179,66
"12045","Gulf County, Florida","B01001_025",199,91
"12045","Gulf County, Florida","B01001_026",6467,83
"12045","Gulf County, Florida","B01001_027",328,81
"12045","Gulf County, Florida","B01001_028",379,86
"12045","Gulf County, Florida","B01001_029",289,86
"12045","Gulf County, Florida","B01001_030",174,21
"12045","Gulf County, Florida","B01001_031",119,56
"12045","Gulf County, Florida","B01001_032",11,17
"12045","Gulf County, Florida","B01001_033",72,50
"12045","Gulf County, Florida","B01001_034",162,70
"12045","Gulf County, Florida","B01001_035",341,54
"12045","Gulf County, Florida","B01001_036",318,66
"12045","Gulf County, Florida","B01001_037",209,90
"12045","Gulf County, Florida","B01001_038",407,106
"12045","Gulf County, Florida","B01001_039",367,37
"12045","Gulf County, Florida","B01001_040",483,54
"12045","Gulf County, Florida","B01001_041",644,108
"12045","Gulf County, Florida","B01001_042",172,67
"12045","Gulf County, Florida","B01001_043",337,93
"12045","Gulf County, Florida","B01001_044",336,100
"12045","Gulf County, Florida","B01001_045",286,84
"12045","Gulf County, Florida","B01001_046",367,101
"12045","Gulf County, Florida","B01001_047",273,74
"12045","Gulf County, Florida","B01001_048",295,93
"12045","Gulf County, Florida","B01001_049",98,78
"12047","Hamilton County, Florida","B01001_001",14326,NA
"12047","Hamilton County, Florida","B01001_002",8403,112
"12047","Hamilton County, Florida","B01001_003",384,89
"12047","Hamilton County, Florida","B01001_004",587,105
"12047","Hamilton County, Florida","B01001_005",308,104
"12047","Hamilton County, Florida","B01001_006",236,60
"12047","Hamilton County, Florida","B01001_007",269,116
"12047","Hamilton County, Florida","B01001_008",135,72
"12047","Hamilton County, Florida","B01001_009",92,67
"12047","Hamilton County, Florida","B01001_010",426,103
"12047","Hamilton County, Florida","B01001_011",622,98
"12047","Hamilton County, Florida","B01001_012",876,168
"12047","Hamilton County, Florida","B01001_013",651,179
"12047","Hamilton County, Florida","B01001_014",463,138
"12047","Hamilton County, Florida","B01001_015",588,98
"12047","Hamilton County, Florida","B01001_016",637,109
"12047","Hamilton County, Florida","B01001_017",545,89
"12047","Hamilton County, Florida","B01001_018",207,59
"12047","Hamilton County, Florida","B01001_019",259,74
"12047","Hamilton County, Florida","B01001_020",184,60
"12047","Hamilton County, Florida","B01001_021",211,61
"12047","Hamilton County, Florida","B01001_022",376,66
"12047","Hamilton County, Florida","B01001_023",146,72
"12047","Hamilton County, Florida","B01001_024",99,49
"12047","Hamilton County, Florida","B01001_025",102,50
"12047","Hamilton County, Florida","B01001_026",5923,112
"12047","Hamilton County, Florida","B01001_027",245,78
"12047","Hamilton County, Florida","B01001_028",262,52
"12047","Hamilton County, Florida","B01001_029",456,60
"12047","Hamilton County, Florida","B01001_030",254,74
"12047","Hamilton County, Florida","B01001_031",78,75
"12047","Hamilton County, Florida","B01001_032",9,15
"12047","Hamilton County, Florida","B01001_033",34,39
"12047","Hamilton County, Florida","B01001_034",163,79
"12047","Hamilton County, Florida","B01001_035",442,62
"12047","Hamilton County, Florida","B01001_036",318,75
"12047","Hamilton County, Florida","B01001_037",131,67
"12047","Hamilton County, Florida","B01001_038",481,102
"12047","Hamilton County, Florida","B01001_039",382,69
"12047","Hamilton County, Florida","B01001_040",395,26
"12047","Hamilton County, Florida","B01001_041",518,103
"12047","Hamilton County, Florida","B01001_042",247,80
"12047","Hamilton County, Florida","B01001_043",195,80
"12047","Hamilton County, Florida","B01001_044",231,73
"12047","Hamilton County, Florida","B01001_045",226,67
"12047","Hamilton County, Florida","B01001_046",311,76
"12047","Hamilton County, Florida","B01001_047",313,64
"12047","Hamilton County, Florida","B01001_048",124,60
"12047","Hamilton County, Florida","B01001_049",108,45
"12049","Hardee County, Florida","B01001_001",27131,NA
"12049","Hardee County, Florida","B01001_002",14696,109
"12049","Hardee County, Florida","B01001_003",944,33
"12049","Hardee County, Florida","B01001_004",968,210
"12049","Hardee County, Florida","B01001_005",1264,215
"12049","Hardee County, Florida","B01001_006",759,82
"12049","Hardee County, Florida","B01001_007",399,2
"12049","Hardee County, Florida","B01001_008",163,124
"12049","Hardee County, Florida","B01001_009",251,128
"12049","Hardee County, Florida","B01001_010",710,188
"12049","Hardee County, Florida","B01001_011",1206,116
"12049","Hardee County, Florida","B01001_012",924,63
"12049","Hardee County, Florida","B01001_013",1114,207
"12049","Hardee County, Florida","B01001_014",760,223
"12049","Hardee County, Florida","B01001_015",732,127
"12049","Hardee County, Florida","B01001_016",953,82
"12049","Hardee County, Florida","B01001_017",702,147
"12049","Hardee County, Florida","B01001_018",265,83
"12049","Hardee County, Florida","B01001_019",546,135
"12049","Hardee County, Florida","B01001_020",168,71
"12049","Hardee County, Florida","B01001_021",418,104
"12049","Hardee County, Florida","B01001_022",611,127
"12049","Hardee County, Florida","B01001_023",376,80
"12049","Hardee County, Florida","B01001_024",263,75
"12049","Hardee County, Florida","B01001_025",200,80
"12049","Hardee County, Florida","B01001_026",12435,109
"12049","Hardee County, Florida","B01001_027",813,2
"12049","Hardee County, Florida","B01001_028",1025,185
"12049","Hardee County, Florida","B01001_029",853,165
"12049","Hardee County, Florida","B01001_030",485,72
"12049","Hardee County, Florida","B01001_031",305,66
"12049","Hardee County, Florida","B01001_032",227,117
"12049","Hardee County, Florida","B01001_033",144,90
"12049","Hardee County, Florida","B01001_034",351,140
"12049","Hardee County, Florida","B01001_035",788,32
"12049","Hardee County, Florida","B01001_036",756,84
"12049","Hardee County, Florida","B01001_037",720,192
"12049","Hardee County, Florida","B01001_038",725,200
"12049","Hardee County, Florida","B01001_039",860,149
"12049","Hardee County, Florida","B01001_040",698,21
"12049","Hardee County, Florida","B01001_041",679,133
"12049","Hardee County, Florida","B01001_042",241,109
"12049","Hardee County, Florida","B01001_043",516,156
"12049","Hardee County, Florida","B01001_044",163,68
"12049","Hardee County, Florida","B01001_045",503,119
"12049","Hardee County, Florida","B01001_046",538,105
"12049","Hardee County, Florida","B01001_047",463,124
"12049","Hardee County, Florida","B01001_048",287,120
"12049","Hardee County, Florida","B01001_049",295,126
"12051","Hendry County, Florida","B01001_001",40732,NA
"12051","Hendry County, Florida","B01001_002",21600,260
"12051","Hendry County, Florida","B01001_003",1519,176
"12051","Hendry County, Florida","B01001_004",1523,320
"12051","Hendry County, Florida","B01001_005",1690,296
"12051","Hendry County, Florida","B01001_006",1097,111
"12051","Hendry County, Florida","B01001_007",515,81
"12051","Hendry County, Florida","B01001_008",263,126
"12051","Hendry County, Florida","B01001_009",327,178
"12051","Hendry County, Florida","B01001_010",1156,263
"12051","Hendry County, Florida","B01001_011",1491,136
"12051","Hendry County, Florida","B01001_012",1581,112
"12051","Hendry County, Florida","B01001_013",1323,300
"12051","Hendry County, Florida","B01001_014",1405,311
"12051","Hendry County, Florida","B01001_015",1241,63
"12051","Hendry County, Florida","B01001_016",1543,148
"12051","Hendry County, Florida","B01001_017",1435,192
"12051","Hendry County, Florida","B01001_018",277,136
"12051","Hendry County, Florida","B01001_019",537,200
"12051","Hendry County, Florida","B01001_020",302,128
"12051","Hendry County, Florida","B01001_021",551,154
"12051","Hendry County, Florida","B01001_022",737,202
"12051","Hendry County, Florida","B01001_023",491,144
"12051","Hendry County, Florida","B01001_024",363,143
"12051","Hendry County, Florida","B01001_025",233,108
"12051","Hendry County, Florida","B01001_026",19132,260
"12051","Hendry County, Florida","B01001_027",1484,201
"12051","Hendry County, Florida","B01001_028",1184,291
"12051","Hendry County, Florida","B01001_029",1745,292
"12051","Hendry County, Florida","B01001_030",740,33
"12051","Hendry County, Florida","B01001_031",532,228
"12051","Hendry County, Florida","B01001_032",188,141
"12051","Hendry County, Florida","B01001_033",323,192
"12051","Hendry County, Florida","B01001_034",775,249
"12051","Hendry County, Florida","B01001_035",1271,177
"12051","Hendry County, Florida","B01001_036",1168,96
"12051","Hendry County, Florida","B01001_037",905,238
"12051","Hendry County, Florida","B01001_038",1407,220
"12051","Hendry County, Florida","B01001_039",1123,107
"12051","Hendry County, Florida","B01001_040",1371,164
"12051","Hendry County, Florida","B01001_041",1185,223
"12051","Hendry County, Florida","B01001_042",564,185
"12051","Hendry County, Florida","B01001_043",499,169
"12051","Hendry County, Florida","B01001_044",339,137
"12051","Hendry County, Florida","B01001_045",457,132
"12051","Hendry County, Florida","B01001_046",587,171
"12051","Hendry County, Florida","B01001_047",545,143
"12051","Hendry County, Florida","B01001_048",339,105
"12051","Hendry County, Florida","B01001_049",401,119
"12053","Hernando County, Florida","B01001_001",186313,NA
"12053","Hernando County, Florida","B01001_002",89454,141
"12053","Hernando County, Florida","B01001_003",4251,88
"12053","Hernando County, Florida","B01001_004",4605,341
"12053","Hernando County, Florida","B01001_005",5197,347
"12053","Hernando County, Florida","B01001_006",3274,107
"12053","Hernando County, Florida","B01001_007",1877,132
"12053","Hernando County, Florida","B01001_008",723,151
"12053","Hernando County, Florida","B01001_009",1102,227
"12053","Hernando County, Florida","B01001_010",2728,316
"12053","Hernando County, Florida","B01001_011",4780,174
"12053","Hernando County, Florida","B01001_012",4465,73
"12053","Hernando County, Florida","B01001_013",4597,400
"12053","Hernando County, Florida","B01001_014",4594,386
"12053","Hernando County, Florida","B01001_015",5324,90
"12053","Hernando County, Florida","B01001_016",5730,64
"12053","Hernando County, Florida","B01001_017",6436,376
"12053","Hernando County, Florida","B01001_018",2263,270
"12053","Hernando County, Florida","B01001_019",3766,331
"12053","Hernando County, Florida","B01001_020",2945,312
"12053","Hernando County, Florida","B01001_021",4091,301
"12053","Hernando County, Florida","B01001_022",5838,382
"12053","Hernando County, Florida","B01001_023",5284,395
"12053","Hernando County, Florida","B01001_024",2910,309
"12053","Hernando County, Florida","B01001_025",2674,308
"12053","Hernando County, Florida","B01001_026",96859,141
"12053","Hernando County, Florida","B01001_027",4208,120
"12053","Hernando County, Florida","B01001_028",4318,391
"12053","Hernando County, Florida","B01001_029",5399,387
"12053","Hernando County, Florida","B01001_030",3163,68
"12053","Hernando County, Florida","B01001_031",1675,37
"12053","Hernando County, Florida","B01001_032",1114,235
"12053","Hernando County, Florida","B01001_033",723,205
"12053","Hernando County, Florida","B01001_034",2516,257
"12053","Hernando County, Florida","B01001_035",4967,54
"12053","Hernando County, Florida","B01001_036",4691,78
"12053","Hernando County, Florida","B01001_037",5188,347
"12053","Hernando County, Florida","B01001_038",4598,334
"12053","Hernando County, Florida","B01001_039",5763,84
"12053","Hernando County, Florida","B01001_040",6475,72
"12053","Hernando County, Florida","B01001_041",7134,420
"12053","Hernando County, Florida","B01001_042",2786,356
"12053","Hernando County, Florida","B01001_043",4678,356
"12053","Hernando County, Florida","B01001_044",3175,321
"12053","Hernando County, Florida","B01001_045",4847,429
"12053","Hernando County, Florida","B01001_046",6697,433
"12053","Hernando County, Florida","B01001_047",5523,372
"12053","Hernando County, Florida","B01001_048",3600,314
"12053","Hernando County, Florida","B01001_049",3621,337
"12055","Highlands County, Florida","B01001_001",103437,NA
"12055","Highlands County, Florida","B01001_002",50361,195
"12055","Highlands County, Florida","B01001_003",2524,132
"12055","Highlands County, Florida","B01001_004",2419,307
"12055","Highlands County, Florida","B01001_005",2608,299
"12055","Highlands County, Florida","B01001_006",1481,28
"12055","Highlands County, Florida","B01001_007",1015,200
"12055","Highlands County, Florida","B01001_008",674,232
"12055","Highlands County, Florida","B01001_009",627,215
"12055","Highlands County, Florida","B01001_010",1264,239
"12055","Highlands County, Florida","B01001_011",2547,160
"12055","Highlands County, Florida","B01001_012",2373,18
"12055","Highlands County, Florida","B01001_013",2313,338
"12055","Highlands County, Florida","B01001_014",2130,345
"12055","Highlands County, Florida","B01001_015",2382,76
"12055","Highlands County, Florida","B01001_016",2665,38
"12055","Highlands County, Florida","B01001_017",2970,334
"12055","Highlands County, Florida","B01001_018",1405,267
"12055","Highlands County, Florida","B01001_019",1921,334
"12055","Highlands County, Florida","B01001_020",1653,270
"12055","Highlands County, Florida","B01001_021",2410,255
"12055","Highlands County, Florida","B01001_022",4027,344
"12055","Highlands County, Florida","B01001_023",4335,380
"12055","Highlands County, Florida","B01001_024",2479,335
"12055","Highlands County, Florida","B01001_025",2139,313
"12055","Highlands County, Florida","B01001_026",53076,195
"12055","Highlands County, Florida","B01001_027",2358,246
"12055","Highlands County, Florida","B01001_028",2166,333
"12055","Highlands County, Florida","B01001_029",2723,344
"12055","Highlands County, Florida","B01001_030",1493,50
"12055","Highlands County, Florida","B01001_031",1019,218
"12055","Highlands County, Florida","B01001_032",649,193
"12055","Highlands County, Florida","B01001_033",462,159
"12055","Highlands County, Florida","B01001_034",927,257
"12055","Highlands County, Florida","B01001_035",2313,179
"12055","Highlands County, Florida","B01001_036",2588,239
"12055","Highlands County, Florida","B01001_037",2144,295
"12055","Highlands County, Florida","B01001_038",2376,283
"12055","Highlands County, Florida","B01001_039",2383,39
"12055","Highlands County, Florida","B01001_040",2761,37
"12055","Highlands County, Florida","B01001_041",3729,290
"12055","Highlands County, Florida","B01001_042",1527,254
"12055","Highlands County, Florida","B01001_043",2092,297
"12055","Highlands County, Florida","B01001_044",2124,335
"12055","Highlands County, Florida","B01001_045",2980,324
"12055","Highlands County, Florida","B01001_046",4318,346
"12055","Highlands County, Florida","B01001_047",4193,327
"12055","Highlands County, Florida","B01001_048",2904,305
"12055","Highlands County, Florida","B01001_049",2847,303
"12057","Hillsborough County, Florida","B01001_001",1422278,NA
"12057","Hillsborough County, Florida","B01001_002",695072,129
"12057","Hillsborough County, Florida","B01001_003",45162,69
"12057","Hillsborough County, Florida","B01001_004",45260,1200
"12057","Hillsborough County, Florida","B01001_005",45943,1201
"12057","Hillsborough County, Florida","B01001_006",27541,85
"12057","Hillsborough County, Florida","B01001_007",18197,70
"12057","Hillsborough County, Florida","B01001_008",9761,802
"12057","Hillsborough County, Florida","B01001_009",9426,732
"12057","Hillsborough County, Florida","B01001_010",27070,888
"12057","Hillsborough County, Florida","B01001_011",55405,80
"12057","Hillsborough County, Florida","B01001_012",51997,156
"12057","Hillsborough County, Florida","B01001_013",48833,1194
"12057","Hillsborough County, Florida","B01001_014",46417,1199
"12057","Hillsborough County, Florida","B01001_015",47918,37
"12057","Hillsborough County, Florida","B01001_016",46907,38
"12057","Hillsborough County, Florida","B01001_017",43127,1043
"12057","Hillsborough County, Florida","B01001_018",17483,842
"12057","Hillsborough County, Florida","B01001_019",21097,954
"12057","Hillsborough County, Florida","B01001_020",12634,637
"12057","Hillsborough County, Florida","B01001_021",18299,745
"12057","Hillsborough County, Florida","B01001_022",23713,709
"12057","Hillsborough County, Florida","B01001_023",14981,634
"12057","Hillsborough County, Florida","B01001_024",9456,613
"12057","Hillsborough County, Florida","B01001_025",8445,454
"12057","Hillsborough County, Florida","B01001_026",727206,129
"12057","Hillsborough County, Florida","B01001_027",42810,69
"12057","Hillsborough County, Florida","B01001_028",43223,1096
"12057","Hillsborough County, Florida","B01001_029",43460,1116
"12057","Hillsborough County, Florida","B01001_030",26261,146
"12057","Hillsborough County, Florida","B01001_031",17697,86
"12057","Hillsborough County, Florida","B01001_032",10145,862
"12057","Hillsborough County, Florida","B01001_033",9740,706
"12057","Hillsborough County, Florida","B01001_034",26769,1040
"12057","Hillsborough County, Florida","B01001_035",56660,50
"12057","Hillsborough County, Florida","B01001_036",53229,99
"12057","Hillsborough County, Florida","B01001_037",51465,1341
"12057","Hillsborough County, Florida","B01001_038",47668,1334
"12057","Hillsborough County, Florida","B01001_039",49350,76
"12057","Hillsborough County, Florida","B01001_040",48756,71
"12057","Hillsborough County, Florida","B01001_041",46136,1022
"12057","Hillsborough County, Florida","B01001_042",18480,815
"12057","Hillsborough County, Florida","B01001_043",24704,948
"12057","Hillsborough County, Florida","B01001_044",15175,741
"12057","Hillsborough County, Florida","B01001_045",21083,715
"12057","Hillsborough County, Florida","B01001_046",27435,857
"12057","Hillsborough County, Florida","B01001_047",19031,797
"12057","Hillsborough County, Florida","B01001_048",13339,642
"12057","Hillsborough County, Florida","B01001_049",14590,681
"12059","Holmes County, Florida","B01001_001",19432,NA
"12059","Holmes County, Florida","B01001_002",10546,78
"12059","Holmes County, Florida","B01001_003",469,19
"12059","Holmes County, Florida","B01001_004",581,125
"12059","Holmes County, Florida","B01001_005",626,127
"12059","Holmes County, Florida","B01001_006",395,49
"12059","Holmes County, Florida","B01001_007",270,92
"12059","Holmes County, Florida","B01001_008",126,61
"12059","Holmes County, Florida","B01001_009",211,63
"12059","Holmes County, Florida","B01001_010",403,93
"12059","Holmes County, Florida","B01001_011",853,100
"12059","Holmes County, Florida","B01001_012",707,72
"12059","Holmes County, Florida","B01001_013",817,114
"12059","Holmes County, Florida","B01001_014",527,113
"12059","Holmes County, Florida","B01001_015",789,91
"12059","Holmes County, Florida","B01001_016",674,62
"12059","Holmes County, Florida","B01001_017",757,108
"12059","Holmes County, Florida","B01001_018",273,92
"12059","Holmes County, Florida","B01001_019",318,89
"12059","Holmes County, Florida","B01001_020",200,83
"12059","Holmes County, Florida","B01001_021",364,96
"12059","Holmes County, Florida","B01001_022",456,100
"12059","Holmes County, Florida","B01001_023",338,115
"12059","Holmes County, Florida","B01001_024",328,115
"12059","Holmes County, Florida","B01001_025",64,37
"12059","Holmes County, Florida","B01001_026",8886,78
"12059","Holmes County, Florida","B01001_027",448,20
"12059","Holmes County, Florida","B01001_028",469,108
"12059","Holmes County, Florida","B01001_029",528,109
"12059","Holmes County, Florida","B01001_030",278,2
"12059","Holmes County, Florida","B01001_031",135,21
"12059","Holmes County, Florida","B01001_032",93,60
"12059","Holmes County, Florida","B01001_033",168,76
"12059","Holmes County, Florida","B01001_034",152,64
"12059","Holmes County, Florida","B01001_035",500,40
"12059","Holmes County, Florida","B01001_036",488,39
"12059","Holmes County, Florida","B01001_037",367,102
"12059","Holmes County, Florida","B01001_038",590,98
"12059","Holmes County, Florida","B01001_039",566,37
"12059","Holmes County, Florida","B01001_040",661,61
"12059","Holmes County, Florida","B01001_041",646,117
"12059","Holmes County, Florida","B01001_042",308,101
"12059","Holmes County, Florida","B01001_043",389,106
"12059","Holmes County, Florida","B01001_044",270,76
"12059","Holmes County, Florida","B01001_045",419,97
"12059","Holmes County, Florida","B01001_046",451,94
"12059","Holmes County, Florida","B01001_047",372,90
"12059","Holmes County, Florida","B01001_048",298,89
"12059","Holmes County, Florida","B01001_049",290,115
"12061","Indian River County, Florida","B01001_001",153989,NA
"12061","Indian River County, Florida","B01001_002",73951,439
"12061","Indian River County, Florida","B01001_003",3503,221
"12061","Indian River County, Florida","B01001_004",3827,417
"12061","Indian River County, Florida","B01001_005",3304,394
"12061","Indian River County, Florida","B01001_006",2430,271
"12061","Indian River County, Florida","B01001_007",1717,251
"12061","Indian River County, Florida","B01001_008",539,217
"12061","Indian River County, Florida","B01001_009",964,342
"12061","Indian River County, Florida","B01001_010",2110,384
"12061","Indian River County, Florida","B01001_011",3669,124
"12061","Indian River County, Florida","B01001_012",3290,224
"12061","Indian River County, Florida","B01001_013",3247,420
"12061","Indian River County, Florida","B01001_014",3272,433
"12061","Indian River County, Florida","B01001_015",3868,222
"12061","Indian River County, Florida","B01001_016",4620,205
"12061","Indian River County, Florida","B01001_017",4896,459
"12061","Indian River County, Florida","B01001_018",2661,375
"12061","Indian River County, Florida","B01001_019",3269,366
"12061","Indian River County, Florida","B01001_020",2622,421
"12061","Indian River County, Florida","B01001_021",3338,309
"12061","Indian River County, Florida","B01001_022",5854,451
"12061","Indian River County, Florida","B01001_023",4430,383
"12061","Indian River County, Florida","B01001_024",3331,319
"12061","Indian River County, Florida","B01001_025",3190,413
"12061","Indian River County, Florida","B01001_026",80038,439
"12061","Indian River County, Florida","B01001_027",2934,216
"12061","Indian River County, Florida","B01001_028",3436,424
"12061","Indian River County, Florida","B01001_029",3543,418
"12061","Indian River County, Florida","B01001_030",2318,288
"12061","Indian River County, Florida","B01001_031",1258,252
"12061","Indian River County, Florida","B01001_032",609,236
"12061","Indian River County, Florida","B01001_033",776,349
"12061","Indian River County, Florida","B01001_034",2217,323
"12061","Indian River County, Florida","B01001_035",3276,179
"12061","Indian River County, Florida","B01001_036",3121,235
"12061","Indian River County, Florida","B01001_037",4268,418
"12061","Indian River County, Florida","B01001_038",3259,461
"12061","Indian River County, Florida","B01001_039",4320,84
"12061","Indian River County, Florida","B01001_040",4918,88
"12061","Indian River County, Florida","B01001_041",6033,515
"12061","Indian River County, Florida","B01001_042",2619,420
"12061","Indian River County, Florida","B01001_043",4213,506
"12061","Indian River County, Florida","B01001_044",3046,319
"12061","Indian River County, Florida","B01001_045",4261,407
"12061","Indian River County, Florida","B01001_046",6834,420
"12061","Indian River County, Florida","B01001_047",5128,621
"12061","Indian River County, Florida","B01001_048",3411,458
"12061","Indian River County, Florida","B01001_049",4240,452
"12063","Jackson County, Florida","B01001_001",47945,NA
"12063","Jackson County, Florida","B01001_002",26318,122
"12063","Jackson County, Florida","B01001_003",1228,46
"12063","Jackson County, Florida","B01001_004",1196,196
"12063","Jackson County, Florida","B01001_005",1353,203
"12063","Jackson County, Florida","B01001_006",854,49
"12063","Jackson County, Florida","B01001_007",583,78
"12063","Jackson County, Florida","B01001_008",240,99
"12063","Jackson County, Florida","B01001_009",287,112
"12063","Jackson County, Florida","B01001_010",1270,176
"12063","Jackson County, Florida","B01001_011",2028,172
"12063","Jackson County, Florida","B01001_012",1958,77
"12063","Jackson County, Florida","B01001_013",2245,205
"12063","Jackson County, Florida","B01001_014",1824,226
"12063","Jackson County, Florida","B01001_015",2016,187
"12063","Jackson County, Florida","B01001_016",1773,78
"12063","Jackson County, Florida","B01001_017",1893,193
"12063","Jackson County, Florida","B01001_018",575,138
"12063","Jackson County, Florida","B01001_019",889,160
"12063","Jackson County, Florida","B01001_020",621,125
"12063","Jackson County, Florida","B01001_021",776,144
"12063","Jackson County, Florida","B01001_022",1090,134
"12063","Jackson County, Florida","B01001_023",632,117
"12063","Jackson County, Florida","B01001_024",605,113
"12063","Jackson County, Florida","B01001_025",382,118
"12063","Jackson County, Florida","B01001_026",21627,122
"12063","Jackson County, Florida","B01001_027",1162,37
"12063","Jackson County, Florida","B01001_028",1107,166
"12063","Jackson County, Florida","B01001_029",1234,201
"12063","Jackson County, Florida","B01001_030",806,48
"12063","Jackson County, Florida","B01001_031",471,39
"12063","Jackson County, Florida","B01001_032",243,110
"12063","Jackson County, Florida","B01001_033",139,73
"12063","Jackson County, Florida","B01001_034",678,116
"12063","Jackson County, Florida","B01001_035",1277,41
"12063","Jackson County, Florida","B01001_036",1232,71
"12063","Jackson County, Florida","B01001_037",1409,183
"12063","Jackson County, Florida","B01001_038",1033,160
"12063","Jackson County, Florida","B01001_039",1233,27
"12063","Jackson County, Florida","B01001_040",1373,40
"12063","Jackson County, Florida","B01001_041",1584,155
"12063","Jackson County, Florida","B01001_042",586,121
"12063","Jackson County, Florida","B01001_043",932,138
"12063","Jackson County, Florida","B01001_044",654,117
"12063","Jackson County, Florida","B01001_045",739,143
"12063","Jackson County, Florida","B01001_046",1343,162
"12063","Jackson County, Florida","B01001_047",1075,158
"12063","Jackson County, Florida","B01001_048",706,142
"12063","Jackson County, Florida","B01001_049",611,133
"12065","Jefferson County, Florida","B01001_001",14161,NA
"12065","Jefferson County, Florida","B01001_002",7432,86
"12065","Jefferson County, Florida","B01001_003",281,47
"12065","Jefferson County, Florida","B01001_004",413,83
"12065","Jefferson County, Florida","B01001_005",280,80
"12065","Jefferson County, Florida","B01001_006",138,30
"12065","Jefferson County, Florida","B01001_007",77,45
"12065","Jefferson County, Florida","B01001_008",107,61
"12065","Jefferson County, Florida","B01001_009",77,42
"12065","Jefferson County, Florida","B01001_010",216,69
"12065","Jefferson County, Florida","B01001_011",525,86
"12065","Jefferson County, Florida","B01001_012",526,89
"12065","Jefferson County, Florida","B01001_013",645,95
"12065","Jefferson County, Florida","B01001_014",489,93
"12065","Jefferson County, Florida","B01001_015",468,63
"12065","Jefferson County, Florida","B01001_016",570,20
"12065","Jefferson County, Florida","B01001_017",450,85
"12065","Jefferson County, Florida","B01001_018",229,70
"12065","Jefferson County, Florida","B01001_019",424,91
"12065","Jefferson County, Florida","B01001_020",207,86
"12065","Jefferson County, Florida","B01001_021",293,95
"12065","Jefferson County, Florida","B01001_022",483,93
"12065","Jefferson County, Florida","B01001_023",337,68
"12065","Jefferson County, Florida","B01001_024",111,61
"12065","Jefferson County, Florida","B01001_025",86,45
"12065","Jefferson County, Florida","B01001_026",6729,86
"12065","Jefferson County, Florida","B01001_027",323,50
"12065","Jefferson County, Florida","B01001_028",281,99
"12065","Jefferson County, Florida","B01001_029",377,91
"12065","Jefferson County, Florida","B01001_030",214,95
"12065","Jefferson County, Florida","B01001_031",128,60
"12065","Jefferson County, Florida","B01001_032",103,64
"12065","Jefferson County, Florida","B01001_033",12,14
"12065","Jefferson County, Florida","B01001_034",154,68
"12065","Jefferson County, Florida","B01001_035",322,82
"12065","Jefferson County, Florida","B01001_036",259,59
"12065","Jefferson County, Florida","B01001_037",312,116
"12065","Jefferson County, Florida","B01001_038",375,88
"12065","Jefferson County, Florida","B01001_039",452,14
"12065","Jefferson County, Florida","B01001_040",522,46
"12065","Jefferson County, Florida","B01001_041",552,106
"12065","Jefferson County, Florida","B01001_042",174,59
"12065","Jefferson County, Florida","B01001_043",437,103
"12065","Jefferson County, Florida","B01001_044",222,92
"12065","Jefferson County, Florida","B01001_045",399,110
"12065","Jefferson County, Florida","B01001_046",386,99
"12065","Jefferson County, Florida","B01001_047",275,98
"12065","Jefferson County, Florida","B01001_048",161,86
"12065","Jefferson County, Florida","B01001_049",289,90
"12067","Lafayette County, Florida","B01001_001",8637,NA
"12067","Lafayette County, Florida","B01001_002",5125,256
"12067","Lafayette County, Florida","B01001_003",179,59
"12067","Lafayette County, Florida","B01001_004",479,127
"12067","Lafayette County, Florida","B01001_005",84,64
"12067","Lafayette County, Florida","B01001_006",206,129
"12067","Lafayette County, Florida","B01001_007",162,119
"12067","Lafayette County, Florida","B01001_008",75,92
"12067","Lafayette County, Florida","B01001_009",39,33
"12067","Lafayette County, Florida","B01001_010",294,201
"12067","Lafayette County, Florida","B01001_011",467,159
"12067","Lafayette County, Florida","B01001_012",535,136
"12067","Lafayette County, Florida","B01001_013",397,134
"12067","Lafayette County, Florida","B01001_014",357,155
"12067","Lafayette County, Florida","B01001_015",475,112
"12067","Lafayette County, Florida","B01001_016",332,75
"12067","Lafayette County, Florida","B01001_017",267,94
"12067","Lafayette County, Florida","B01001_018",121,69
"12067","Lafayette County, Florida","B01001_019",124,69
"12067","Lafayette County, Florida","B01001_020",79,53
"12067","Lafayette County, Florida","B01001_021",68,54
"12067","Lafayette County, Florida","B01001_022",179,104
"12067","Lafayette County, Florida","B01001_023",55,32
"12067","Lafayette County, Florida","B01001_024",96,66
"12067","Lafayette County, Florida","B01001_025",55,57
"12067","Lafayette County, Florida","B01001_026",3512,256
"12067","Lafayette County, Florida","B01001_027",282,103
"12067","Lafayette County, Florida","B01001_028",212,104
"12067","Lafayette County, Florida","B01001_029",234,95
"12067","Lafayette County, Florida","B01001_030",223,139
"12067","Lafayette County, Florida","B01001_031",19,25
"12067","Lafayette County, Florida","B01001_032",0,19
"12067","Lafayette County, Florida","B01001_033",33,49
"12067","Lafayette County, Florida","B01001_034",178,123
"12067","Lafayette County, Florida","B01001_035",268,107
"12067","Lafayette County, Florida","B01001_036",68,48
"12067","Lafayette County, Florida","B01001_037",304,100
